Parliament,Session,Date of Vote,Vote Result,Vote Number,Vote Subject,Yeas,Nays,Paired,Honorific Title,FirstName
42,1,3/22/2018 7:02:45 PM,542,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 7:03:56 PM,543,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 7:13:16 PM,553,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 7:14:00 PM,554,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 7:15:00 PM,555,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 7:16:00 PM,556,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 7:17:00 PM,557,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 7:22:00 PM,562,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 7:23:00 PM,563,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 7:24:00 PM,564,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 7:25:00 PM,565,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 7:26:00 PM,566,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:06:00 PM,599,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:07:00 PM,600,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:08:00 PM,601,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:09:00 PM,602,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:10:00 PM,603,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:11:00 PM,604,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:12:00 PM,605,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:13:00 PM,606,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:17:00 PM,610,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:18:00 PM,611,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:19:00 PM,612,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:20:00 PM,613,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:21:00 PM,614,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:28:00 PM,620,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:29:00 PM,621,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:30:00 PM,622,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:31:00 PM,623,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:32:00 PM,624,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:33:00 PM,625,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:38:00 PM,630,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:39:00 PM,631,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:40:00 PM,632,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:41:00 PM,633,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:42:00 PM,634,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:44:00 PM,636,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 8:45:00 PM,637,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/26/2018 1:35:00 PM,638,Motion to adjourn the debate,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/26/2018 5:00:00 PM,639,"Time allocation for Bill C-68, An Act to amend the Fisheries Act and other Acts in consequence",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/27/2018 10:35:00 AM,640,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/27/2018 11:48:00 AM,641,"Time allocation for Bill C-71, An Act to amend certain Acts and Regulations in relation to firearms",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/27/2018 3:45:00 PM,642,Ways and Means motion No. 23,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/28/2018 3:45:14 PM,643,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/28/2018 5:45:07 PM,644,"2nd reading of Bill C-71, An Act to amend certain Acts and Regulations in relation to firearms",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/28/2018 5:55:46 PM,645,"Concurrence at report stage of Bill C-344, An Act to amend the Department of Public Works and Government Services Act (community benefit)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/28/2018 6:05:11 PM,646,"3rd reading and adoption of Bill S-232, An Act respecting Canadian Jewish Heritage Month",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/16/2018 7:15:59 PM,647,"2nd reading of Bill C-68, An Act to amend the Fisheries Act and other Acts in consequence",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,4/18/2018 6:00:07 PM,648,"Concurrence at report stage of Bill C-374, An Act to amend the Historic Sites and Monuments Act (composition of the Board)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/18/2018 6:10:27 PM,649,"2nd reading of Bill S-210, An Act to amend An Act to amend the Immigration and Refugee Protection Act, the Civil Marriage Act and the Criminal Code and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/23/2018 12:35:00 PM,650,"Time allocation for Bill C-74, An Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,4/23/2018 6:30:00 PM,651,"2nd reading of Bill C-74, An Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (reasoned amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/23/2018 6:40:00 PM,652,"2nd reading of Bill C-74, An Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,4/24/2018 5:45:00 PM,653,Opposition Motion (Illegal Border Crossings),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/25/2018 3:45:00 PM,654,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,4/25/2018 5:05:00 PM,655,"Time allocation for Bill C-55, An Act to amend the Oceans Act and the Canada Petroleum Resources Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,4/25/2018 6:15:00 PM,656,"Bill C-55, An Act to amend the Oceans Act and the Canada Petroleum Resources Act (recommittal to a committee)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/25/2018 6:25:00 PM,657,"3rd reading and adoption of Bill C-55, An Act to amend the Oceans Act and the Canada Petroleum Resources Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/1/2018 5:55:00 PM,659,Opposition Motion (Production of documents on the carbon tax),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/1/2018 6:05:00 PM,660,"Bill C-48, An Act respecting the regulation of vessels that transport crude oil or persistent oil to or from ports or marine installations located along British Columbia's north coast (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/1/2018 6:15:00 PM,661,"Concurrence at report stage of Bill C-48, An Act respecting the regulation of vessels that transport crude oil or persistent oil to or from ports or marine installations located along British Columbia's north coast",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/3/2018 12:45:00 PM,662,"Motion respecting Senate amendments to Bill C-49, An Act to amend the Canada Transportation Act and other Acts respecting transportation and to make related and consequential amendments to other Acts (amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/3/2018 12:55:00 PM,663,"Motion respecting Senate amendments to Bill C-49, An Act to amend the Canada Transportation Act and other Acts respecting transportation and to make related and consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/8/2018 5:45:20 PM,664,Opposition Motion (Carbon tax),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/8/2018 5:55:56 PM,665,"3rd reading and adoption of Bill C-48, An Act respecting the regulation of vessels that transport crude oil or persistent oil to or from ports or marine installations located along British Columbia's north coast",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/29/2018 11:25:00 AM,675,"Time allocation for Bill C-57, An Act to amend the Federal Sustainable Development Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/29/2018 4:00:00 PM,676,Motion for closure,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/29/2018 8:30:00 PM,677,Government Business No. 22 (Subamendment to G-22) (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/29/2018 8:40:00 PM,678,Government Business No. 22 (Amendment to G-22) (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/29/2018 8:50:00 PM,679,Government Business No. 22 (Extension of sitting hours and conduct of extended proceedings),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/29/2018 9:30:00 PM,680,"Time allocation for Bill C-75, An Act to amend the Criminal Code, the Youth Criminal Justice Act and other Acts and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/30/2018 3:00:00 PM,681,Private Members' Business M-167 (Instruction to the Standing Committee on Public Safety and National Security (rural crime in Canada)) (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/30/2018 3:20:00 PM,682,"2nd reading of Bill C-330, An Act to amend the Controlled Drugs and Substances Act (landlord consent)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/30/2018 3:30:00 PM,683,"2nd reading of Bill C-281, An Act to establish a National Local Food Day",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/30/2018 3:40:00 PM,684,"3rd reading and adoption of Bill C-262, An Act to ensure that the laws of Canada are in harmony with the United Nations Declaration on the Rights of Indigenous Peoples",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/30/2018 5:00:19 PM,685,Motion to adjourn the House,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/31/2018 10:35:58 AM,687,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/31/2018 11:45:00 AM,688,"Time allocation for Bill C-74, An Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/31/2018 3:00:00 PM,689,"Bill C-57, An Act to amend the Federal Sustainable Development Act (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/31/2018 3:10:00 PM,690,"Concurrence at report stage of Bill C-57, An Act to amend the Federal Sustainable Development Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/5/2018 3:00:00 PM,724,Opposition Motion (United Nations Declaration on the Rights of Indigenous Peoples),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/6/2018 3:15:00 PM,725,"2nd reading of Bill C-391, An Act respecting a national strategy for the repatriation of Aboriginal cultural property",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2018 3:25:00 PM,726,"2nd reading of Bill C-395, An Act to amend the Federal-Provincial Fiscal Arrangements Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2018 3:35:00 PM,727,"2nd reading of Bill C-396, An Act to amend the Department of Industry Act (financial assistance)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2018 3:45:00 PM,728,Private Members' Business M-154 (Instruction to the Standing Committee on Fisheries and Oceans (study on the situation of endangered whales)) (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2018 3:55:00 PM,729,Private Members' Business M-154 (Instruction to the Standing Committee on Fisheries and Oceans (study on the situation of endangered whales)),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2018 4:05:00 PM,730,"2nd reading of Bill C-394, An Act to amend the Income Tax Act (parenting tax credit)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2018 4:15:00 PM,731,"Concurrence at report stage of Bill S-228, An Act to amend the Food and Drugs Act (prohibiting food and beverage marketing directed at children)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/6/2018 4:25:00 PM,732,"3rd reading and adoption of Bill C-74, An Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (subamendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2018 4:35:00 PM,733,"Bill C-74, An Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (recommittal to a committee)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2018 4:45:00 PM,734,"3rd reading and adoption of Bill C-74, An Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/6/2018 6:05:30 PM,735,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/6/2018 8:20:08 PM,736,"Time allocation for Bill C-69, An Act to enact the Impact Assessment Act and the Canadian Energy Regulator Act, to amend the Navigation Protection Act and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/7/2018 10:50:00 AM,738,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/11/2018 3:15:59 PM,739,"Bill C-69, An Act to enact the Impact Assessment Act and the Canadian Energy Regulator Act, to amend the Navigation Protection Act and to make consequential amendments to other Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/11/2018 3:25:33 PM,740,"Bill C-69, An Act to enact the Impact Assessment Act and the Canadian Energy Regulator Act, to amend the Navigation Protection Act and to make consequential amendments to other Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/11/2018 3:35:21 PM,741,"Bill C-69, An Act to enact the Impact Assessment Act and the Canadian Energy Regulator Act, to amend the Navigation Protection Act and to make consequential amendments to other Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/11/2018 3:45:12 PM,742,"Bill C-69, An Act to enact the Impact Assessment Act and the Canadian Energy Regulator Act, to amend the Navigation Protection Act and to make consequential amendments to other Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/11/2018 3:55:27 PM,743,"Bill C-69, An Act to enact the Impact Assessment Act and the Canadian Energy Regulator Act, to amend the Navigation Protection Act and to make consequential amendments to other Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/11/2018 4:05:14 PM,744,"Bill C-69, An Act to enact the Impact Assessment Act and the Canadian Energy Regulator Act, to amend the Navigation Protection Act and to make consequential amendments to other Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/11/2018 9:15:02 PM,745,"Concurrence at report stage of Bill C-69, An Act to enact the Impact Assessment Act and the Canadian Energy Regulator Act, to amend the Navigation Protection Act and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/11/2018 4:25:18 PM,746,"Bill C-59, An Act respecting national security matters (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/11/2018 4:35:11 PM,747,"Concurrence at report stage and second reading of Bill C-59, An Act respecting national security matters",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/11/2018 4:45:14 PM,748,"2nd reading of Bill C-75, An Act to amend the Criminal Code, the Youth Criminal Justice Act and other Acts and to make consequential amendments to other Acts (subamendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/11/2018 4:55:20 PM,749,"2nd reading of Bill C-75, An Act to amend the Criminal Code, the Youth Criminal Justice Act and other Acts and to make consequential amendments to other Acts (reasoned amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/11/2018 5:05:14 PM,750,"2nd reading of Bill C-75, An Act to amend the Criminal Code, the Youth Criminal Justice Act and other Acts and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/11/2018 5:15:46 PM,751,"3rd reading and adoption of Bill C-47, An Act to amend the Export and Import Permits Act and the Criminal Code (amendments permitting the accession to the Arms Trade Treaty and other amendments) (reasoned amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/11/2018 5:25:43 PM,752,"3rd reading and adoption of Bill C-47, An Act to amend the Export and Import Permits Act and the Criminal Code (amendments permitting the accession to the Arms Trade Treaty and other amendments)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/12/2018 3:10:15 PM,754,Opposition Motion (Iran),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/13/2018 3:15:17 PM,755,"Concurrence at report stage of Bill S-210, An Act to amend An Act to amend the Immigration and Refugee Protection Act, the Civil Marriage Act and the Criminal Code and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/13/2018 3:25:29 PM,756,Private Members' Business M-157 (Visitability ),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/13/2018 3:35:21 PM,757,Opposition Motion (Global Climate Change and Clean Energy Leadership),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/13/2018 3:45:17 PM,758,"3rd reading and adoption of Bill C-344, An Act to amend the Department of Public Works and Government Services Act (community benefit)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/13/2018 3:55:08 PM,759,"Bill C-68, An Act to amend the Fisheries Act and other Acts in consequence (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/13/2018 4:05:49 PM,760,"Concurrence at report stage of Bill C-68, An Act to amend the Fisheries Act and other Acts in consequence",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:00:42 PM,761,Opposition Motion (Carbon tax ),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/14/2018 10:01:09 PM,762,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:02:54 PM,763,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:03:03 PM,764,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:04:25 PM,765,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:05:43 PM,766,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:06:02 PM,767,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:07:02 PM,768,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:08:02 PM,769,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:09:02 PM,770,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:10:02 PM,771,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:11:02 PM,772,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:12:02 PM,773,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:13:02 PM,774,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:14:02 PM,775,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:15:02 PM,776,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:16:02 PM,777,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:17:02 PM,778,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:18:02 PM,779,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:19:02 PM,780,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:20:02 PM,781,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:21:41 PM,782,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:22:25 PM,783,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:23:25 PM,784,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:24:25 PM,785,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:25:25 PM,786,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:31:05 PM,792,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:32:55 PM,793,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:33:39 PM,794,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:34:32 PM,795,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:35:20 PM,796,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:36:33 PM,797,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:37:54 PM,798,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:38:01 PM,799,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:39:13 PM,800,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:40:55 PM,801,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:41:55 PM,802,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:42:55 PM,803,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:43:49 PM,804,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:44:16 PM,805,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:45:23 PM,806,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:46:44 PM,807,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:47:13 PM,808,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:48:20 PM,809,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:49:26 PM,810,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:50:28 PM,811,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:51:28 PM,812,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:52:28 PM,813,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:53:28 PM,814,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:54:56 PM,815,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:55:00 PM,816,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 10:56:00 PM,817,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:05:34 PM,826,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:06:50 PM,827,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:07:59 PM,828,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:08:56 PM,829,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:09:59 PM,830,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:10:04 PM,831,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:11:03 PM,832,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:12:06 PM,833,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
